date,crypto.com,ewm_short,sma_long,pos
"2022-11-03, 00:00:00",35253.1561,35253.1561,35253.1561,0
"2022-11-03, 01:00:00",37301.047,36316.48406730769,36277.10155,1
"2022-11-03, 02:00:00",39059.6359,37302.071886939375,37204.613000000005,1
"2022-11-03, 03:00:00",40740.5742,38263.326872565616,38088.6033,1
"2022-11-03, 04:00:00",42637.7179,39277.766194436175,38998.42622,1
"2022-11-03, 05:00:00",43819.8355,40187.5064500954,39801.99443333333,1
"2022-11-03, 06:00:00",45014.6487,41045.988675998844,40546.659328571426,1
"2022-11-03, 07:00:00",46680.1485,41953.791428692944,41313.345475,1
"2022-11-03, 08:00:00",48027.9843,42854.120158594276,42059.41645555556,1
"2022-11-03, 09:00:00",49880.956,43823.75511470814,42841.57041,1
"2022-11-03, 10:00:00",51112.3148,44769.08361490952,43593.45626363636,1
"2022-11-03, 11:00:00",53132.6753,45796.68263361548,44388.39118333333,1
